state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,SUV,Small
California,No,0,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer2,Agent,Four-Door Car,Small
Arizona,No,0,College,Employed,F,Urban,Married,Special Auto,L2,Offer3,Branch,Two-Door Car,Medsize
California,No,0,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Unemployed,M,Suburban,Married,Special Auto,L2,Offer2,Agent,SUV,Medsize
Oregon,No,1,Master,Not Working,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer3,Agent,Two-Door Car,Large
Oregon,No,1,Bachelor,Employed,M,Rural,Single,Personal Auto,L3,Offer2,Web,Two-Door Car,Large
Oregon,No,1,Bachelor,Employed,F,Rural,Divorced,Personal Auto,L1,Offer2,Web,Four-Door Car,Small
California,No,0,College,Not Working,F,Suburban,Married,Special Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,Yes,1,Bachelor,Not Working,F,Suburban,Single,Corporate Auto,L1,Offer1,Agent,SUV,Medsize
Oregon,No,0,College,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Web,SUV,Medsize
Arizona,No,0,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Small
Oregon,No,1,College,Employed,F,Urban,Married,Corporate Auto,L3,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,0,College,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Agent,Four-Door Car,Medsize
California,No,0,College,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Oregon,No,2,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,0,Doctor,Not Working,M,Suburban,Divorced,Personal Auto,L1,Offer3,Branch,Four-Door Car,Small
Arizona,No,0,High School or Below,Employed,F,Rural,Married,Corporate Auto,L1,Offer1,Branch,Luxury,Medsize
California,Yes,1,Doctor,Unemployed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,0,Master,Unemployed,F,Rural,Single,Special Auto,L2,Offer1,Agent,Luxury,Medsize
California,No,1,College,Unemployed,M,Suburban,Divorced,Special Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,1,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer3,Call Center,Four-Door Car,Medsize
California,No,0,College,Not Working,F,Rural,Married,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
Oregon,No,2,High School or Below,Not Working,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,2,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,Offer3,Web,Four-Door Car,Medsize
Arizona,Yes,1,College,Employed,F,Rural,Married,Corporate Auto,L2,Offer2,Call Center,Two-Door Car,Small
California,Yes,1,Master,Unemployed,F,Suburban,Single,Corporate Auto,L2,Offer1,Branch,Luxury,Medsize
Nevada,No,0,High School or Below,Not Working,F,Suburban,Married,Personal Auto,L3,Offer1,Web,Two-Door Car,Small
Nevada,No,0,Bachelor,Employed,F,Rural,Married,Corporate Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,Yes,0,College,Employed,M,Urban,Married,Personal Auto,L2,Offer2,Web,Four-Door Car,Medsize
Arizona,No,1,College,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Web,Four-Door Car,Medsize
Washington,No,0,College,Unemployed,F,Suburban,Single,Personal Auto,L1,Offer1,Agent,SUV,Medsize
Arizona,Yes,1,Doctor,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,0,High School or Below,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Call Center,Four-Door Car,Medsize
California,No,1,College,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Two-Door Car,Medsize
California,Yes,1,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Two-Door Car,Large
Oregon,Yes,2,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Call Center,Two-Door Car,Small
Nevada,No,0,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Agent,SUV,Medsize
California,No,0,Master,Employed,M,Rural,Divorced,Personal Auto,L3,Offer3,Agent,Two-Door Car,Medsize
California,No,0,College,Employed,M,Rural,Married,Corporate Auto,L1,Offer2,Web,Two-Door Car,Large
Oregon,Yes,0,College,Employed,M,Urban,Single,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
California,No,0,Bachelor,Employed,F,Urban,Married,Special Auto,L3,Offer3,Branch,SUV,Large
Oregon,No,1,High School or Below,Not Working,F,Suburban,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,0,Bachelor,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Small
Arizona,No,0,College,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Luxury,Small
Oregon,No,1,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L3,Offer3,Agent,Four-Door Car,Small
California,No,0,Bachelor,Employed,M,Urban,Divorced,Corporate Auto,L3,Offer1,Call Center,SUV,Medsize
Arizona,No,1,Bachelor,Employed,F,Rural,Divorced,Personal Auto,L3,Offer1,Agent,Four-Door Car,Small
California,No,1,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Small
Oregon,No,1,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer1,Agent,Two-Door Car,Medsize
Arizona,No,0,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,Offer2,Call Center,Two-Door Car,Small
Nevada,Yes,1,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Large
Oregon,No,0,Bachelor,Not Working,F,Suburban,Single,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,0,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer1,Branch,Two-Door Car,Small
Oregon,No,0,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,Yes,0,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,1,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Web,Four-Door Car,Small
Oregon,No,1,High School or Below,Employed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Two-Door Car,Small
Oregon,No,0,Master,Employed,F,Suburban,Married,Personal Auto,L3,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L2,Offer2,Branch,Four-Door Car,Small
Arizona,No,0,Bachelor,Employed,M,Urban,Married,Corporate Auto,L2,Offer2,Web,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Not Working,M,Suburban,Divorced,Personal Auto,L2,Offer2,Agent,SUV,Medsize
California,No,1,College,Employed,F,Rural,Divorced,Personal Auto,L3,Offer4,Branch,Four-Door Car,Large
California,No,0,High School or Below,Not Working,M,Suburban,Single,Personal Auto,L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer4,Branch,Four-Door Car,Small
California,No,0,Bachelor,Employed,F,Rural,Married,Personal Auto,L3,Offer3,Web,Two-Door Car,Medsize
Oregon,Yes,1,College,Unemployed,F,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,Yes,0,Master,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer2,Branch,SUV,Medsize
Oregon,Yes,2,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,0,College,Not Working,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,0,Bachelor,Employed,M,Urban,Married,Corporate Auto,L1,Offer2,Web,Four-Door Car,Medsize
Arizona,No,1,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Web,Luxury,Small
Oregon,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,Offer3,Branch,SUV,Small
Oregon,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,Offer3,Agent,SUV,Small
California,No,0,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L2,Offer4,Agent,Four-Door Car,Small
Oregon,No,1,College,Employed,F,Rural,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,Offer4,Web,SUV,Medsize
California,No,1,College,Employed,M,Urban,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,0,College,Employed,F,Rural,Divorced,Corporate Auto,L3,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,0,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Call Center,Two-Door Car,Medsize
Washington,No,0,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,1,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer3,Branch,Four-Door Car,Medsize
Washington,No,0,Bachelor,Employed,F,Rural,Married,Personal Auto,L1,Offer1,Agent,SUV,Medsize
Oregon,No,0,College,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer2,Call Center,Two-Door Car,Medsize
Arizona,No,1,High School or Below,Not Working,M,Suburban,Married,Personal Auto,L2,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,1,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,Yes,0,High School or Below,Not Working,F,Suburban,Divorced,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,0,Master,Employed,M,Urban,Divorced,Personal Auto,L2,Offer4,Branch,Two-Door Car,Medsize
California,Yes,0,Bachelor,Not Working,F,Suburban,Divorced,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
Oregon,No,0,College,Employed,F,Urban,Single,Personal Auto,L3,Offer3,Web,SUV,Medsize
Washington,No,2,Master,Unemployed,M,Suburban,Divorced,Personal Auto,L2,Offer3,Branch,Four-Door Car,Medsize
Oregon,No,1,College,Employed,M,Rural,Married,Special Auto,L3,Offer3,Branch,SUV,Medsize
Nevada,No,1,Bachelor,Unemployed,F,Suburban,Divorced,Corporate Auto,L2,Offer1,Web,Four-Door Car,Small
California,No,1,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,Offer3,Branch,Four-Door Car,Medsize
Washington,No,2,Bachelor,Employed,F,Urban,Single,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,2,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,SUV,Medsize
California,Yes,1,High School or Below,Employed,M,Suburban,Married,Personal Auto,L1,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,2,Doctor,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Branch,Four-Door Car,Medsize
California,Yes,0,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer2,Branch,Two-Door Car,Medsize
Oregon,No,0,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
California,No,0,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
California,No,0,College,Unemployed,M,Suburban,Single,Personal Auto,L1,Offer1,Branch,Two-Door Car,Small
Oregon,No,1,Bachelor,Employed,F,Suburban,Single,Personal Auto,L2,Offer4,Agent,Two-Door Car,Medsize
California,No,0,Bachelor,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Web,Four-Door Car,Small
California,No,0,Doctor,Employed,M,Suburban,Divorced,Personal Auto,L2,Offer3,Call Center,Four-Door Car,Medsize
Oregon,No,0,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,0,High School or Below,Unemployed,M,Suburban,Single,Special Auto,L3,Offer1,Agent,SUV,Large
Oregon,No,0,College,Employed,M,Urban,Married,Corporate Auto,L2,Offer2,Web,Four-Door Car,Medsize
Arizona,No,0,Bachelor,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Call Center,Four-Door Car,Large
Arizona,No,0,Doctor,Unemployed,F,Suburban,Divorced,Personal Auto,L2,Offer4,Agent,Four-Door Car,Small
Oregon,Yes,0,Bachelor,Employed,M,Suburban,Single,Special Auto,L3,Offer1,Call Center,SUV,Medsize
Oregon,No,0,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,SUV,Medsize
Oregon,No,0,College,Employed,M,Suburban,Divorced,Corporate Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,0,Master,Employed,M,Rural,Married,Personal Auto,L3,Offer1,Web,Luxury,Medsize
California,Yes,0,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,L3,Offer2,Call Center,Four-Door Car,Large
California,No,0,High School or Below,Employed,F,Urban,Married,Special Auto,L1,Offer1,Web,Four-Door Car,Medsize
Washington,No,0,College,Employed,F,Rural,Single,Personal Auto,L2,Offer3,Web,Four-Door Car,Large
Arizona,Yes,0,Bachelor,Employed,F,Urban,Divorced,Personal Auto,L3,Offer2,Web,Two-Door Car,Medsize
California,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,Offer3,Agent,Two-Door Car,Small
California,No,0,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer1,Branch,SUV,Small
Oregon,No,0,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L1,Offer1,Branch,SUV,Medsize
California,No,1,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Branch,SUV,Medsize
Oregon,No,2,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,SUV,Large
Oregon,No,0,Bachelor,Employed,F,Urban,Single,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Large
Oregon,Yes,0,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Small
Oregon,Yes,1,College,Employed,F,Suburban,Married,Corporate Auto,L1,Offer1,Branch,SUV,Medsize
Arizona,No,0,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,Offer2,Branch,Four-Door Car,Small
Oregon,No,0,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L2,Offer2,Agent,Four-Door Car,Medsize
Washington,No,0,High School or Below,Employed,F,Suburban,Married,Special Auto,L2,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,0,College,Employed,M,Rural,Married,Personal Auto,L1,Offer2,Branch,Two-Door Car,Medsize
California,No,2,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,L3,Offer3,Branch,Luxury,Medsize
Washington,No,0,High School or Below,Employed,F,Suburban,Single,Personal Auto,L1,Offer3,Call Center,SUV,Small
Arizona,No,0,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer4,Branch,Two-Door Car,Large
Oregon,No,1,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Not Working,F,Rural,Divorced,Corporate Auto,L3,Offer1,Call Center,Luxury,Medsize
California,No,0,High School or Below,Not Working,F,Suburban,Divorced,Personal Auto,L3,Offer1,Call Center,SUV,Medsize
California,No,0,College,Employed,F,Suburban,Married,Corporate Auto,L1,Offer2,Agent,Two-Door Car,Medsize
California,No,1,College,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Branch,Four-Door Car,Medsize
Nevada,Yes,1,High School or Below,Employed,M,Suburban,Single,Personal Auto,L1,Offer2,Branch,Two-Door Car,Small
Arizona,No,0,College,Employed,F,Suburban,Married,Corporate Auto,L3,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,0,Doctor,Employed,M,Urban,Divorced,Personal Auto,L3,Offer1,Agent,Two-Door Car,Medsize
Washington,No,1,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer1,Branch,SUV,Small
California,No,0,College,Not Working,F,Suburban,Married,Corporate Auto,L3,Offer2,Web,Two-Door Car,Small
Nevada,No,1,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
California,No,0,Bachelor,Employed,M,Rural,Married,Personal Auto,L1,Offer2,Branch,Luxury,Small
Arizona,No,1,Master,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
Nevada,No,0,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Large
Oregon,No,0,Bachelor,Unemployed,F,Urban,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Medsize
Oregon,No,1,Master,Employed,F,Suburban,Married,Personal Auto,L3,Offer4,Branch,Four-Door Car,Medsize
California,No,1,College,Employed,F,Rural,Single,Personal Auto,L1,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Employed,F,Rural,Married,Personal Auto,L1,Offer2,Branch,Two-Door Car,Medsize
Oregon,Yes,0,College,Unemployed,F,Suburban,Divorced,Personal Auto,L3,Offer1,Branch,Four-Door Car,Small
Oregon,No,0,Bachelor,Employed,M,Urban,Married,Personal Auto,L1,Offer1,Web,Luxury,Medsize
Washington,No,0,Bachelor,Employed,F,Rural,Married,Corporate Auto,L2,Offer1,Agent,Two-Door Car,Medsize
Nevada,Yes,1,Master,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer1,Branch,Luxury,Medsize
Oregon,No,0,College,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,SUV,Medsize
Oregon,Yes,1,College,Employed,M,Suburban,Single,Corporate Auto,L3,Offer2,Branch,Four-Door Car,Medsize
Nevada,No,0,High School or Below,Not Working,F,Suburban,Married,Personal Auto,L3,Offer1,Web,SUV,Medsize
California,No,0,College,Unemployed,F,Suburban,Single,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
California,No,1,Bachelor,Employed,M,Urban,Divorced,Personal Auto,L2,Offer1,Web,Four-Door Car,Medsize
Washington,No,0,High School or Below,Not Working,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Large
California,No,0,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Branch,Two-Door Car,Small
California,No,0,Doctor,Employed,M,Rural,Married,Personal Auto,L3,Offer3,Web,Four-Door Car,Large
Oregon,Yes,0,Bachelor,Employed,M,Rural,Married,Corporate Auto,L1,Offer3,Agent,Four-Door Car,Medsize
California,No,0,Bachelor,Employed,F,Urban,Divorced,Personal Auto,L2,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,1,College,Employed,M,Suburban,Married,Special Auto,L2,Offer4,Agent,Four-Door Car,Large
Oregon,No,1,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,1,Master,Employed,M,Rural,Divorced,Personal Auto,L3,Offer4,Web,Four-Door Car,Medsize
Oregon,No,1,High School or Below,Employed,F,Rural,Married,Corporate Auto,L3,Offer4,Call Center,Four-Door Car,Medsize
California,No,0,Master,Employed,M,Rural,Married,Personal Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,Yes,0,Bachelor,Employed,M,Rural,Married,Personal Auto,L1,Offer3,Agent,Four-Door Car,Medsize
Oregon,Yes,1,College,Not Working,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,0,Bachelor,Unemployed,M,Rural,Married,Personal Auto,L3,Offer1,Branch,Four-Door Car,Medsize
California,No,1,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,0,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L1,Offer1,Agent,Four-Door Car,Small
Nevada,No,0,High School or Below,Employed,F,Suburban,Married,Corporate Auto,L2,Offer4,Web,Two-Door Car,Medsize
Nevada,No,0,Bachelor,Not Working,M,Suburban,Married,Personal Auto,L1,Offer1,Web,Four-Door Car,Small
Arizona,No,0,College,Employed,F,Rural,Married,Personal Auto,L1,Offer1,Agent,Two-Door Car,Medsize
California,No,0,College,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer3,Web,Two-Door Car,Small
California,No,1,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,2,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,1,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,0,College,Employed,M,Suburban,Married,Corporate Auto,L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,0,College,Unemployed,F,Suburban,Single,Corporate Auto,L2,Offer3,Call Center,Two-Door Car,Medsize
Washington,No,0,College,Employed,F,Urban,Married,Corporate Auto,L3,Offer2,Web,Four-Door Car,Large
Nevada,No,1,Bachelor,Employed,M,Urban,Married,Personal Auto,L1,Offer4,Agent,Four-Door Car,Medsize
Oregon,No,1,College,Employed,F,Suburban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Call Center,SUV,Small
Washington,No,0,College,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
California,No,1,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Web,SUV,Medsize
Oregon,No,0,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer1,Web,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,1,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,Offer1,Call Center,SUV,Medsize
Arizona,No,2,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L1,Offer2,Branch,SUV,Medsize
Oregon,No,0,Doctor,Employed,M,Urban,Divorced,Personal Auto,L2,Offer4,Agent,Four-Door Car,Medsize
Oregon,Yes,1,Master,Employed,F,Suburban,Divorced,Personal Auto,L1,Offer2,Agent,Luxury,Medsize
Oregon,No,1,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L2,Offer1,Agent,Two-Door Car,Medsize
California,No,1,College,Employed,F,Urban,Married,Personal Auto,L1,Offer4,Web,Four-Door Car,Medsize
Arizona,No,0,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,1,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,Offer2,Agent,Four-Door Car,Medsize
California,Yes,0,College,Not Working,F,Suburban,Single,Personal Auto,L3,Offer2,Web,Four-Door Car,Large
Oregon,No,0,High School or Below,Employed,F,Suburban,Married,Personal Auto,L2,Offer2,Web,Four-Door Car,Medsize
Washington,No,1,Bachelor,Employed,F,Urban,Married,Personal Auto,L2,Offer2,Agent,SUV,Large
Arizona,Yes,1,College,Employed,M,Urban,Divorced,Corporate Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,1,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,0,Bachelor,Employed,F,Rural,Single,Personal Auto,L3,Offer1,Branch,Four-Door Car,Small
Oregon,No,1,Master,Employed,F,Suburban,Married,Corporate Auto,L2,Offer4,Web,Two-Door Car,Large
Arizona,No,1,Doctor,Not Working,F,Suburban,Married,Special Auto,L1,Offer1,Branch,SUV,Small
California,No,1,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,0,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L2,Offer1,Agent,Four-Door Car,Medsize
California,No,2,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,Offer1,Call Center,Two-Door Car,Small
Arizona,No,1,College,Employed,M,Rural,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,2,College,Employed,M,Suburban,Married,Personal Auto,L1,Offer1,Branch,Two-Door Car,Small
Arizona,No,0,Doctor,Employed,F,Urban,Divorced,Corporate Auto,L3,Offer2,Call Center,Four-Door Car,Medsize
Washington,No,1,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,Offer3,Call Center,Four-Door Car,Medsize
California,No,0,High School or Below,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,1,College,Employed,M,Suburban,Divorced,Personal Auto,L1,Offer1,Branch,SUV,Small
Arizona,No,0,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,Offer3,Web,Four-Door Car,Medsize
Arizona,No,0,Doctor,Employed,F,Urban,Divorced,Personal Auto,L3,Offer3,Agent,Four-Door Car,Medsize
California,No,0,Master,Employed,F,Rural,Married,Personal Auto,L2,Offer1,Branch,SUV,Medsize
Oregon,No,0,College,Employed,M,Suburban,Married,Corporate Auto,L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,0,College,Unemployed,M,Suburban,Single,Personal Auto,L3,Offer1,Web,Two-Door Car,Small
Arizona,Yes,0,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L3,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,0,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L1,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,0,Master,Employed,M,Rural,Married,Personal Auto,L2,Offer2,Branch,Four-Door Car,Medsize
California,No,1,College,Employed,F,Urban,Married,Personal Auto,L1,Offer1,Agent,Four-Door Car,Medsize
California,No,1,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,1,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L1,Offer2,Web,Four-Door Car,Medsize
California,No,0,College,Employed,F,Rural,Married,Personal Auto,L3,Offer2,Web,Four-Door Car,Large
California,Yes,1,Doctor,Employed,M,Suburban,Divorced,Personal Auto,L3,Offer2,Agent,Luxury,Medsize
Washington,No,0,Master,Employed,F,Suburban,Married,Personal Auto,L1,Offer2,Branch,Luxury,Medsize
Washington,Yes,0,High School or Below,Employed,M,Urban,Married,Corporate Auto,L3,Offer2,Agent,Four-Door Car,Large
California,No,0,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,0,College,Employed,M,Suburban,Divorced,Corporate Auto,L3,Offer2,Web,Four-Door Car,Medsize
